,Unnamed: 0,topK,weights,MAP
366,,[1200],"[array([0.3, 0.5, 0.2])]",[0.07327892991436666]
367,,[1200],"[array([0.3, 0.6, 0.1])]",[0.07111212009633773]
368,,[1200],"[array([0.3, 0.7, 0. ])]",[0.06896536082204693]
369,,[1200],"[array([0.4, 0. , 0.6])]",[0.06106531461699822]
370,,[1200],"[array([0.4, 0.1, 0.5])]",[0.06648249934651308]
371,,[1200],"[array([0.4, 0.2, 0.4])]",[0.06954760620391372]
372,,[1200],"[array([0.4, 0.3, 0.3])]",[0.0715532875643136]
373,,[1200],"[array([0.4, 0.4, 0.2])]",[0.07413030634313576]
374,,[1200],"[array([0.4, 0.5, 0.1])]",[0.07379424172100432]
375,,[1200],"[array([0.4, 0.6, 0. ])]",[0.07336213866876974]
376,,[1200],"[array([0.5, 0. , 0.5])]",[0.061990437296373914]
377,,[1200],"[array([0.5, 0.1, 0.4])]",[0.06639444466824883]
378,,[1200],"[array([0.5, 0.2, 0.3])]",[0.06924738857464946]
379,,[1200],"[array([0.5, 0.3, 0.2])]",[0.07143776135854528]
380,,[1200],"[array([0.5, 0.4, 0.1])]",[0.07315267250615992]
381,,[1200],"[array([0.5, 0.5, 0. ])]",[0.07440182486058526]
382,,[1200],"[array([0.6, 0. , 0.4])]",[0.06203877850873863]
383,,[1200],"[array([0.6, 0.1, 0.3])]",[0.06650499066746422]
384,,[1200],"[array([0.6, 0.2, 0.2])]",[0.06830956304211619]
385,,[1200],"[array([0.6, 0.3, 0.1])]",[0.07066257279268756]
386,,[1200],"[array([0.6, 0.4, 0. ])]",[0.07215206099102037]
387,,[1200],"[array([0.7, 0. , 0.3])]",[0.0621386391520316]
388,,[1200],"[array([0.7, 0.1, 0.2])]",[0.0664156408459978]
389,,[1200],"[array([0.7, 0.2, 0.1])]",[0.06806909717448273]
390,,[1200],"[array([0.7, 0.3, 0. ])]",[0.07024251465295848]
391,,[1200],"[array([0.8, 0. , 0.2])]",[0.061863588058914815]
392,,[1200],"[array([0.8, 0.1, 0.1])]",[0.06619017616998409]
393,,[1200],"[array([0.8, 0.2, 0. ])]",[0.06784612221203629]
394,,[1200],"[array([0.9, 0. , 0.1])]",[0.06158126891509768]
395,,[1200],"[array([0.9, 0.1, 0. ])]",[0.06592045886110542]
396,,[1200],"[array([1., 0., 0.])]",[0.06195597096006499]
397,,[1300],"[array([0., 0., 1.])]",[0.051284976270934396]
398,,[1300],"[array([0. , 0.1, 0.9])]",[0.06308037937020555]
399,,[1300],"[array([0. , 0.2, 0.8])]",[0.06617734217964537]
400,,[1300],"[array([0. , 0.3, 0.7])]",[0.06120024180460249]
401,,[1300],"[array([0. , 0.4, 0.6])]",[0.05551875536156491]
402,,[1300],"[array([0. , 0.5, 0.5])]",[0.049086857736239636]
403,,[1300],"[array([0. , 0.6, 0.4])]",[0.04412092729280339]
404,,[1300],"[array([0. , 0.7, 0.3])]",[0.040352435224412175]
405,,[1300],"[array([0. , 0.8, 0.2])]",[0.037791607391881366]
406,,[1300],"[array([0. , 0.9, 0.1])]",[0.036182452771797345]
407,,[1300],"[array([0., 1., 0.])]",[0.034981204960460484]
408,,[1300],"[array([0.1, 0. , 0.9])]",[0.057102262850419305]
409,,[1300],"[array([0.1, 0.1, 0.8])]",[0.06713541873351758]
410,,[1300],"[array([0.1, 0.2, 0.7])]",[0.07124567664848022]
411,,[1300],"[array([0.1, 0.3, 0.6])]",[0.0708339119403055]
412,,[1300],"[array([0.1, 0.4, 0.5])]",[0.068808627227595]
413,,[1300],"[array([0.1, 0.5, 0.4])]",[0.0639329270424541]
414,,[1300],"[array([0.1, 0.6, 0.3])]",[0.05867531443862283]
415,,[1300],"[array([0.1, 0.7, 0.2])]",[0.05297656960767133]
416,,[1300],"[array([0.1, 0.8, 0.1])]",[0.0482017124116356]
417,,[1300],"[array([0.1, 0.9, 0. ])]",[0.04493623325825524]
418,,[1300],"[array([0.2, 0. , 0.8])]",[0.05984460669935675]
419,,[1300],"[array([0.2, 0.1, 0.7])]",[0.06689830553503442]
420,,[1300],"[array([0.2, 0.2, 0.6])]",[0.07106811442782672]
421,,[1300],"[array([0.2, 0.3, 0.5])]",[0.07321319909339793]
422,,[1300],"[array([0.2, 0.4, 0.4])]",[0.0728532936426653]
423,,[1300],"[array([0.2, 0.5, 0.3])]",[0.07076442813522126]
424,,[1300],"[array([0.2, 0.6, 0.2])]",[0.06764707509471142]
425,,[1300],"[array([0.2, 0.7, 0.1])]",[0.06374630472069778]
426,,[1300],"[array([0.2, 0.8, 0. ])]",[0.0596911679578959]
427,,[1300],"[array([0.3, 0. , 0.7])]",[0.06033699700164328]
428,,[1300],"[array([0.3, 0.1, 0.6])]",[0.06658476605505462]
429,,[1300],"[array([0.3, 0.2, 0.5])]",[0.07039691455674697]
430,,[1300],"[array([0.3, 0.3, 0.4])]",[0.07263435027865098]
431,,[1300],"[array([0.3, 0.4, 0.3])]",[0.07384430884453497]
432,,[1300],"[array([0.3, 0.5, 0.2])]",[0.07307389321555285]
433,,[1300],"[array([0.3, 0.6, 0.1])]",[0.07133113628031934]
434,,[1300],"[array([0.3, 0.7, 0. ])]",[0.06915276378721363]
435,,[1300],"[array([0.4, 0. , 0.6])]",[0.06097772928791899]
436,,[1300],"[array([0.4, 0.1, 0.5])]",[0.06639880022645886]
437,,[1300],"[array([0.4, 0.2, 0.4])]",[0.0697276565792974]
438,,[1300],"[array([0.4, 0.3, 0.3])]",[0.07166283877485537]
439,,[1300],"[array([0.4, 0.4, 0.2])]",[0.0741854213156203]
440,,[1300],"[array([0.4, 0.5, 0.1])]",[0.07377261805998422]
441,,[1300],"[array([0.4, 0.6, 0. ])]",[0.07330185737570272]
442,,[1300],"[array([0.5, 0. , 0.5])]",[0.06158346398059402]
443,,[1300],"[array([0.5, 0.1, 0.4])]",[0.06647522522748221]
444,,[1300],"[array([0.5, 0.2, 0.3])]",[0.06931345627147596]
445,,[1300],"[array([0.5, 0.3, 0.2])]",[0.07144841503666835]
446,,[1300],"[array([0.5, 0.4, 0.1])]",[0.07314632428076474]
447,,[1300],"[array([0.5, 0.5, 0. ])]",[0.07435631265941038]
448,,[1300],"[array([0.6, 0. , 0.4])]",[0.06220396862808904]
449,,[1300],"[array([0.6, 0.1, 0.3])]",[0.06644385360059994]
450,,[1300],"[array([0.6, 0.2, 0.2])]",[0.06829817055866007]
451,,[1300],"[array([0.6, 0.3, 0.1])]",[0.07072996327424047]
452,,[1300],"[array([0.6, 0.4, 0. ])]",[0.07224287848556551]
453,,[1300],"[array([0.7, 0. , 0.3])]",[0.06210405381520271]
454,,[1300],"[array([0.7, 0.1, 0.2])]",[0.06634392027652157]
455,,[1300],"[array([0.7, 0.2, 0.1])]",[0.06805486526903097]
456,,[1300],"[array([0.7, 0.3, 0. ])]",[0.07007828483300813]
457,,[1300],"[array([0.8, 0. , 0.2])]",[0.06159481515486383]
458,,[1300],"[array([0.8, 0.1, 0.1])]",[0.06601774455583881]
459,,[1300],"[array([0.8, 0.2, 0. ])]",[0.06774253500135141]
460,,[1300],"[array([0.9, 0. , 0.1])]",[0.06173937910199643]
461,,[1300],"[array([0.9, 0.1, 0. ])]",[0.06595467628451403]
462,,[1300],"[array([1., 0., 0.])]",[0.061829947600132086]
463,,[1400],"[array([0., 0., 1.])]",[0.051014911146501134]
464,,[1400],"[array([0. , 0.1, 0.9])]",[0.06312155502541715]
465,,[1400],"[array([0. , 0.2, 0.8])]",[0.0661640626958984]
466,,[1400],"[array([0. , 0.3, 0.7])]",[0.06118765937162017]
467,,[1400],"[array([0. , 0.4, 0.6])]",[0.055227446988065906]
468,,[1400],"[array([0. , 0.5, 0.5])]",[0.048805871008536006]
469,,[1400],"[array([0. , 0.6, 0.4])]",[0.0440566959062217]
470,,[1400],"[array([0. , 0.7, 0.3])]",[0.04024594712900709]
471,,[1400],"[array([0. , 0.8, 0.2])]",[0.03755053293749553]
472,,[1400],"[array([0. , 0.9, 0.1])]",[0.035968813323586514]
473,,[1400],"[array([0., 1., 0.])]",[0.03489744671593745]
474,,[1400],"[array([0.1, 0. , 0.9])]",[0.05689327079701509]
475,,[1400],"[array([0.1, 0.1, 0.8])]",[0.06695768125502234]
476,,[1400],"[array([0.1, 0.2, 0.7])]",[0.07117258909010789]
477,,[1400],"[array([0.1, 0.3, 0.6])]",[0.07085322365087418]
478,,[1400],"[array([0.1, 0.4, 0.5])]",[0.06892405558849143]
479,,[1400],"[array([0.1, 0.5, 0.4])]",[0.06396046064508329]
480,,[1400],"[array([0.1, 0.6, 0.3])]",[0.05852367996773465]
481,,[1400],"[array([0.1, 0.7, 0.2])]",[0.0530102854195318]
482,,[1400],"[array([0.1, 0.8, 0.1])]",[0.047909553358396695]
483,,[1400],"[array([0.1, 0.9, 0. ])]",[0.04465638155890222]
484,,[1400],"[array([0.2, 0. , 0.8])]",[0.05981403208367585]
485,,[1400],"[array([0.2, 0.1, 0.7])]",[0.0669005789877738]
486,,[1400],"[array([0.2, 0.2, 0.6])]",[0.07112221701904614]
487,,[1400],"[array([0.2, 0.3, 0.5])]",[0.0735156948240769]
488,,[1400],"[array([0.2, 0.4, 0.4])]",[0.07280164285186501]
489,,[1400],"[array([0.2, 0.5, 0.3])]",[0.07086358577076451]
490,,[1400],"[array([0.2, 0.6, 0.2])]",[0.06737244472062573]
491,,[1400],"[array([0.2, 0.7, 0.1])]",[0.0635137169936816]
492,,[1400],"[array([0.2, 0.8, 0. ])]",[0.05988332668489248]
493,,[1400],"[array([0.3, 0. , 0.7])]",[0.060157197710397535]
494,,[1400],"[array([0.3, 0.1, 0.6])]",[0.06648877697885137]
495,,[1400],"[array([0.3, 0.2, 0.5])]",[0.07039088992925661]
496,,[1400],"[array([0.3, 0.3, 0.4])]",[0.07256471217651836]
497,,[1400],"[array([0.3, 0.4, 0.3])]",[0.07401258103559606]
498,,[1400],"[array([0.3, 0.5, 0.2])]",[0.0731006293059258]
499,,[1400],"[array([0.3, 0.6, 0.1])]",[0.07130827373341894]
500,,[1400],"[array([0.3, 0.7, 0. ])]",[0.06906095456599672]
501,,[1400],"[array([0.4, 0. , 0.6])]",[0.06052651976273769]
502,,[1400],"[array([0.4, 0.1, 0.5])]",[0.06634458097297535]
503,,[1400],"[array([0.4, 0.2, 0.4])]",[0.06975419845525464]
504,,[1400],"[array([0.4, 0.3, 0.3])]",[0.07170690490398147]
505,,[1400],"[array([0.4, 0.4, 0.2])]",[0.0741436022781827]
506,,[1400],"[array([0.4, 0.5, 0.1])]",[0.07386663821343348]
507,,[1400],"[array([0.4, 0.6, 0. ])]",[0.07312601900632308]
508,,[1400],"[array([0.5, 0. , 0.5])]",[0.06165588251943531]
509,,[1400],"[array([0.5, 0.1, 0.4])]",[0.0664055150848009]
510,,[1400],"[array([0.5, 0.2, 0.3])]",[0.06928345324799981]
511,,[1400],"[array([0.5, 0.3, 0.2])]",[0.07143839497020227]
512,,[1400],"[array([0.5, 0.4, 0.1])]",[0.07325952612105661]
513,,[1400],"[array([0.5, 0.5, 0. ])]",[0.07437133500667811]
514,,[1400],"[array([0.6, 0. , 0.4])]",[0.062013752295777366]
515,,[1400],"[array([0.6, 0.1, 0.3])]",[0.06640260824309556]
516,,[1400],"[array([0.6, 0.2, 0.2])]",[0.06829187007265465]
517,,[1400],"[array([0.6, 0.3, 0.1])]",[0.07080812902321966]
518,,[1400],"[array([0.6, 0.4, 0. ])]",[0.07210818787934573]
519,,[1400],"[array([0.7, 0. , 0.3])]",[0.06199454864603168]
520,,[1400],"[array([0.7, 0.1, 0.2])]",[0.06617037579178345]
521,,[1400],"[array([0.7, 0.2, 0.1])]",[0.06788501909776012]
522,,[1400],"[array([0.7, 0.3, 0. ])]",[0.06996896407984746]
523,,[1400],"[array([0.8, 0. , 0.2])]",[0.06169980189517175]
524,,[1400],"[array([0.8, 0.1, 0.1])]",[0.06588189225401751]
525,,[1400],"[array([0.8, 0.2, 0. ])]",[0.06759569000214806]
526,,[1400],"[array([0.9, 0. , 0.1])]",[0.061565298126727314]
527,,[1400],"[array([0.9, 0.1, 0. ])]",[0.06574626592792028]
528,,[1400],"[array([1., 0., 0.])]",[0.06178362867285972]
529,,[1500],"[array([0., 0., 1.])]",[0.05117773620358914]
530,,[1500],"[array([0. , 0.1, 0.9])]",[0.0630838199466404]
531,,[1500],"[array([0. , 0.2, 0.8])]",[0.06635991183083062]
532,,[1500],"[array([0. , 0.3, 0.7])]",[0.061218915310511574]
533,,[1500],"[array([0. , 0.4, 0.6])]",[0.05498496314997891]
534,,[1500],"[array([0. , 0.5, 0.5])]",[0.04882523118224035]
535,,[1500],"[array([0. , 0.6, 0.4])]",[0.04397482942201027]
536,,[1500],"[array([0. , 0.7, 0.3])]",[0.04007675124338422]
537,,[1500],"[array([0. , 0.8, 0.2])]",[0.03743212196427026]
538,,[1500],"[array([0. , 0.9, 0.1])]",[0.03583319348336556]
539,,[1500],"[array([0., 1., 0.])]",[0.034705897605639364]
540,,[1500],"[array([0.1, 0. , 0.9])]",[0.05689456059563248]
541,,[1500],"[array([0.1, 0.1, 0.8])]",[0.06693843114636026]
542,,[1500],"[array([0.1, 0.2, 0.7])]",[0.07122885495767892]
543,,[1500],"[array([0.1, 0.3, 0.6])]",[0.0712127231915293]
544,,[1500],"[array([0.1, 0.4, 0.5])]",[0.06881608670907317]
545,,[1500],"[array([0.1, 0.5, 0.4])]",[0.0635830831900649]
546,,[1500],"[array([0.1, 0.6, 0.3])]",[0.05854063805679256]
547,,[1500],"[array([0.1, 0.7, 0.2])]",[0.05299142084471776]
548,,[1500],"[array([0.1, 0.8, 0.1])]",[0.047858287628226]
549,,[1500],"[array([0.1, 0.9, 0. ])]",[0.044473297463598134]
550,,[1500],"[array([0.2, 0. , 0.8])]",[0.059728011159092084]
551,,[1500],"[array([0.2, 0.1, 0.7])]",[0.06684168993119852]
552,,[1500],"[array([0.2, 0.2, 0.6])]",[0.07112734175207854]
553,,[1500],"[array([0.2, 0.3, 0.5])]",[0.07347378000165937]
554,,[1500],"[array([0.2, 0.4, 0.4])]",[0.07287486666931216]
555,,[1500],"[array([0.2, 0.5, 0.3])]",[0.07100065616469114]
556,,[1500],"[array([0.2, 0.6, 0.2])]",[0.06739588258980571]
557,,[1500],"[array([0.2, 0.7, 0.1])]",[0.06352760943449245]
558,,[1500],"[array([0.2, 0.8, 0. ])]",[0.059588866537389935]
559,,[1500],"[array([0.3, 0. , 0.7])]",[0.06012317466842294]
560,,[1500],"[array([0.3, 0.1, 0.6])]",[0.06641562027491378]
561,,[1500],"[array([0.3, 0.2, 0.5])]",[0.07044750366805519]
562,,[1500],"[array([0.3, 0.3, 0.4])]",[0.07267474119850431]
563,,[1500],"[array([0.3, 0.4, 0.3])]",[0.07410425410908371]
564,,[1500],"[array([0.3, 0.5, 0.2])]",[0.0729456976716271]
565,,[1500],"[array([0.3, 0.6, 0.1])]",[0.07120478127776796]
566,,[1500],"[array([0.3, 0.7, 0. ])]",[0.06913495646590752]
567,,[1500],"[array([0.4, 0. , 0.6])]",[0.06063983222479954]
568,,[1500],"[array([0.4, 0.1, 0.5])]",[0.0662966029418464]
569,,[1500],"[array([0.4, 0.2, 0.4])]",[0.06982588642833115]
570,,[1500],"[array([0.4, 0.3, 0.3])]",[0.07174882267705515]
571,,[1500],"[array([0.4, 0.4, 0.2])]",[0.07414227350863477]
572,,[1500],"[array([0.4, 0.5, 0.1])]",[0.07389952653325768]
573,,[1500],"[array([0.4, 0.6, 0. ])]",[0.07297589471466426]
574,,[1500],"[array([0.5, 0. , 0.5])]",[0.06173647663060266]
575,,[1500],"[array([0.5, 0.1, 0.4])]",[0.06616641208627957]
576,,[1500],"[array([0.5, 0.2, 0.3])]",[0.0692354601295535]
577,,[1500],"[array([0.5, 0.3, 0.2])]",[0.07154321071163451]
578,,[1500],"[array([0.5, 0.4, 0.1])]",[0.07329501032239724]
579,,[1500],"[array([0.5, 0.5, 0. ])]",[0.07448752321721001]
580,,[1500],"[array([0.6, 0. , 0.4])]",[0.061947867205596634]
581,,[1500],"[array([0.6, 0.1, 0.3])]",[0.06617513609094314]
582,,[1500],"[array([0.6, 0.2, 0.2])]",[0.06811535555763097]
583,,[1500],"[array([0.6, 0.3, 0.1])]",[0.07096516294436375]
584,,[1500],"[array([0.6, 0.4, 0. ])]",[0.0720881077455369]
585,,[1500],"[array([0.7, 0. , 0.3])]",[0.06183329726295337]
586,,[1500],"[array([0.7, 0.1, 0.2])]",[0.06599978393959402]
587,,[1500],"[array([0.7, 0.2, 0.1])]",[0.06787222357729711]
588,,[1500],"[array([0.7, 0.3, 0. ])]",[0.07001755701658678]
589,,[1500],"[array([0.8, 0. , 0.2])]",[0.061810616682461975]
590,,[1500],"[array([0.8, 0.1, 0.1])]",[0.06577995240023737]
591,,[1500],"[array([0.8, 0.2, 0. ])]",[0.06759906430016469]
592,,[1500],"[array([0.9, 0. , 0.1])]",[0.06148221741966728]
593,,[1500],"[array([0.9, 0.1, 0. ])]",[0.06561383677696059]
594,,[1500],"[array([1., 0., 0.])]",[0.061796478251570586]
