,topK,weights,MAP
427,[1000],"[array([0.3, 0.1, 0.6])]",[0.0694275476232564]
493,[1050],"[array([0.3, 0.1, 0.6])]",[0.06941281661153051]
823,[1300],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
889,[1350],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
757,[1250],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
1021,[1450],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
1087,[1500],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
625,[1150],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
691,[1200],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
559,[1100],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
955,[1400],"[array([0.3, 0.1, 0.6])]",[0.06941220281937527]
295,[900],"[array([0.3, 0.1, 0.6])]",[0.06938377547412808]
176,[800],"[array([0.4, 0.6, 0. ])]",[0.06937402976301266]
31,[700],"[array([0.3, 0.1, 0.6])]",[0.06933448142251282]
105,[750],"[array([0.4, 0.1, 0.5])]",[0.06932579989616354]
44,[700],"[array([0.4, 0.6, 0. ])]",[0.06931983208272276]
638,[1150],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
968,[1400],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
506,[1050],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
902,[1350],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
1100,[1500],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
1034,[1450],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
704,[1200],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
440,[1000],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
770,[1250],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
836,[1300],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
572,[1100],"[array([0.4, 0.6, 0. ])]",[0.06931921241709163]
308,[900],"[array([0.4, 0.6, 0. ])]",[0.06931610729685918]
237,[850],"[array([0.4, 0.1, 0.5])]",[0.06928933081590025]
303,[900],"[array([0.4, 0.1, 0.5])]",[0.06928409590648005]
369,[950],"[array([0.4, 0.1, 0.5])]",[0.06928106728061688]
110,[750],"[array([0.4, 0.6, 0. ])]",[0.06927999605324688]
171,[800],"[array([0.4, 0.1, 0.5])]",[0.0692756754018559]
374,[950],"[array([0.4, 0.6, 0. ])]",[0.06926738030011897]
39,[700],"[array([0.4, 0.1, 0.5])]",[0.06924145452673626]
893,[1350],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
761,[1250],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
563,[1100],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
1091,[1500],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
827,[1300],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
629,[1150],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
695,[1200],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
959,[1400],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
497,[1050],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
1025,[1450],"[array([0.3, 0.5, 0.2])]",[0.06922554934871111]
431,[1000],"[array([0.3, 0.5, 0.2])]",[0.06922540905336134]
97,[750],"[array([0.3, 0.1, 0.6])]",[0.06921150798327297]
233,[850],"[array([0.3, 0.5, 0.2])]",[0.06919568990527743]
435,[1000],"[array([0.4, 0.1, 0.5])]",[0.06918569249762371]
299,[900],"[array([0.3, 0.5, 0.2])]",[0.06918428748423396]
167,[800],"[array([0.3, 0.5, 0.2])]",[0.06918426234798385]
633,[1150],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
699,[1200],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
1095,[1500],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
567,[1100],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
897,[1350],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
1029,[1450],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
501,[1050],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
831,[1300],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
765,[1250],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
963,[1400],"[array([0.4, 0.1, 0.5])]",[0.06918400895342647]
365,[950],"[array([0.3, 0.5, 0.2])]",[0.06913167171752192]
101,[750],"[array([0.3, 0.5, 0.2])]",[0.06910113326129717]
35,[700],"[array([0.3, 0.5, 0.2])]",[0.06909548172479364]
376,[950],"[array([0.5, 0.1, 0.4])]",[0.06888922529152823]
310,[900],"[array([0.5, 0.1, 0.4])]",[0.06888032394129462]
397,[1000],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
1,[700],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
925,[1400],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
133,[800],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
991,[1450],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
331,[950],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
661,[1200],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
67,[750],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
1057,[1500],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
595,[1150],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
793,[1300],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
199,[850],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
529,[1100],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
727,[1250],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
265,[900],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
859,[1350],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
463,[1050],"[array([0. , 0.1, 0.9])]",[0.06886989893902415]
244,[850],"[array([0.5, 0.1, 0.4])]",[0.06886559217798649]
178,[800],"[array([0.5, 0.1, 0.4])]",[0.06886224156872829]
46,[700],"[array([0.5, 0.1, 0.4])]",[0.06884804662998767]
112,[750],"[array([0.5, 0.1, 0.4])]",[0.06880105194678054]
904,[1350],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
706,[1200],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
1102,[1500],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
970,[1400],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
640,[1150],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
838,[1300],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
508,[1050],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
574,[1100],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
772,[1250],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
442,[1000],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
1036,[1450],"[array([0.5, 0.1, 0.4])]",[0.06875903772065402]
184,[800],"[array([0.6, 0.1, 0.3])]",[0.06852465000986746]
382,[950],"[array([0.6, 0.1, 0.3])]",[0.06851684783472836]
316,[900],"[array([0.6, 0.1, 0.3])]",[0.06848073848398986]
52,[700],"[array([0.6, 0.1, 0.3])]",[0.0684532937350822]
712,[1200],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
778,[1250],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
646,[1150],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
514,[1050],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
844,[1300],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
580,[1100],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
448,[1000],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
1108,[1500],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
1042,[1450],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
976,[1400],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
910,[1350],"[array([0.6, 0.1, 0.3])]",[0.0684441391016368]
118,[750],"[array([0.6, 0.1, 0.3])]",[0.0683940636550288]
250,[850],"[array([0.6, 0.1, 0.3])]",[0.06832692873927086]
57,[700],"[array([0.7, 0.1, 0.2])]",[0.06832145975374017]
387,[950],"[array([0.7, 0.1, 0.2])]",[0.0683142950873512]
123,[750],"[array([0.7, 0.1, 0.2])]",[0.06828550188857577]
321,[900],"[array([0.7, 0.1, 0.2])]",[0.0682542855330152]
223,[850],"[array([0.2, 0.4, 0.4])]",[0.06824249768946912]
849,[1300],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
1047,[1450],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
453,[1000],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
1113,[1500],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
585,[1100],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
981,[1400],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
651,[1150],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
915,[1350],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
783,[1250],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
717,[1200],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
519,[1050],"[array([0.7, 0.1, 0.2])]",[0.06822946383392986]
189,[800],"[array([0.7, 0.1, 0.2])]",[0.06818814835658696]
91,[750],"[array([0.2, 0.4, 0.4])]",[0.06818406634647252]
25,[700],"[array([0.2, 0.4, 0.4])]",[0.06817873776763725]
157,[800],"[array([0.2, 0.4, 0.4])]",[0.06816458333082798]
685,[1200],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
751,[1250],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
1015,[1450],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
553,[1100],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
619,[1150],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
883,[1350],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
949,[1400],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
487,[1050],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
1081,[1500],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
817,[1300],"[array([0.2, 0.4, 0.4])]",[0.068162998243903]
421,[1000],"[array([0.2, 0.4, 0.4])]",[0.06816185157994603]
355,[950],"[array([0.2, 0.4, 0.4])]",[0.06816145441049155]
289,[900],"[array([0.2, 0.4, 0.4])]",[0.06816125198434402]
255,[850],"[array([0.7, 0.1, 0.2])]",[0.06812031023822464]
193,[800],"[array([0.8, 0.1, 0.1])]",[0.06800850316753497]
391,[950],"[array([0.8, 0.1, 0.1])]",[0.06799361359979478]
325,[900],"[array([0.8, 0.1, 0.1])]",[0.0679795027825913]
61,[700],"[array([0.8, 0.1, 0.1])]",[0.06796201034640342]
127,[750],"[array([0.8, 0.1, 0.1])]",[0.06795549613268073]
259,[850],"[array([0.8, 0.1, 0.1])]",[0.06790663540997623]
589,[1100],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
655,[1150],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
523,[1050],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
1051,[1450],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
853,[1300],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
985,[1400],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
787,[1250],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
919,[1350],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
721,[1200],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
1117,[1500],"[array([0.8, 0.1, 0.1])]",[0.06786605305934502]
457,[1000],"[array([0.8, 0.1, 0.1])]",[0.06786428533793791]
394,[950],"[array([0.9, 0.1, 0. ])]",[0.0676690601554392]
328,[900],"[array([0.9, 0.1, 0. ])]",[0.06763971938725402]
130,[750],"[array([0.9, 0.1, 0. ])]",[0.06759583288628107]
988,[1400],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
592,[1100],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
1054,[1450],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
460,[1000],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
526,[1050],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
1120,[1500],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
922,[1350],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
790,[1250],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
724,[1200],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
658,[1150],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
856,[1300],"[array([0.9, 0.1, 0. ])]",[0.06758390588867683]
196,[800],"[array([0.9, 0.1, 0. ])]",[0.0675825819348225]
262,[850],"[array([0.9, 0.1, 0. ])]",[0.06755117172671907]
64,[700],"[array([0.9, 0.1, 0. ])]",[0.067492635301392]
146,[800],"[array([0.1, 0.3, 0.6])]",[0.06704917442199297]
278,[900],"[array([0.1, 0.3, 0.6])]",[0.06703637205378073]
344,[950],"[array([0.1, 0.3, 0.6])]",[0.06703402611511063]
80,[750],"[array([0.1, 0.3, 0.6])]",[0.06701840414440459]
872,[1350],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
1004,[1450],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
608,[1150],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
542,[1100],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
938,[1400],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
410,[1000],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
740,[1250],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
476,[1050],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
674,[1200],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
1070,[1500],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
806,[1300],"[array([0.1, 0.3, 0.6])]",[0.06701271525148052]
212,[850],"[array([0.1, 0.3, 0.6])]",[0.06700896797382273]
14,[700],"[array([0.1, 0.3, 0.6])]",[0.06694372910517866]
630,[1150],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
1026,[1450],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
828,[1300],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
762,[1250],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
564,[1100],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
960,[1400],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
498,[1050],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
696,[1200],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
894,[1350],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
1092,[1500],"[array([0.3, 0.6, 0.1])]",[0.0646070917662529]
432,[1000],"[array([0.3, 0.6, 0.1])]",[0.06460603955112963]
234,[850],"[array([0.3, 0.6, 0.1])]",[0.06458278904861618]
366,[950],"[array([0.3, 0.6, 0.1])]",[0.06455436476537069]
168,[800],"[array([0.3, 0.6, 0.1])]",[0.06451476467704247]
300,[900],"[array([0.3, 0.6, 0.1])]",[0.06450963869137304]
102,[750],"[array([0.3, 0.6, 0.1])]",[0.06445920329254916]
36,[700],"[array([0.3, 0.6, 0.1])]",[0.06437464681202414]
68,[750],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
728,[1250],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
464,[1050],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
860,[1350],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
662,[1200],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
794,[1300],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
398,[1000],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
992,[1450],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
134,[800],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
530,[1100],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
1058,[1500],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
332,[950],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
2,[700],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
266,[900],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
926,[1400],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
200,[850],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
596,[1150],"[array([0. , 0.2, 0.8])]",[0.06391567416614335]
224,[850],"[array([0.2, 0.5, 0.3])]",[0.06337511289878549]
290,[900],"[array([0.2, 0.5, 0.3])]",[0.0633394154151095]
422,[1000],"[array([0.2, 0.5, 0.3])]",[0.0632955119896182]
686,[1200],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
818,[1300],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
488,[1050],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
884,[1350],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
950,[1400],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
554,[1100],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
1082,[1500],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
620,[1150],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
752,[1250],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
1016,[1450],"[array([0.2, 0.5, 0.3])]",[0.06329333540747747]
158,[800],"[array([0.2, 0.5, 0.3])]",[0.06328774458211632]
356,[950],"[array([0.2, 0.5, 0.3])]",[0.06327567823559926]
92,[750],"[array([0.2, 0.5, 0.3])]",[0.06323746281226773]
26,[700],"[array([0.2, 0.5, 0.3])]",[0.06317871616660711]
51,[700],"[array([0.6, 0. , 0.4])]",[0.06250852196822523]
192,[800],"[array([0.8, 0. , 0.2])]",[0.06246436358933931]
183,[800],"[array([0.6, 0. , 0.4])]",[0.062453236637101756]
918,[1350],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
522,[1050],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
324,[900],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
1116,[1500],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
258,[850],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
720,[1200],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
852,[1300],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
984,[1400],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
588,[1100],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
654,[1150],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
456,[1000],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
1050,[1450],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
390,[950],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
786,[1250],"[array([0.8, 0. , 0.2])]",[0.062442477514775135]
243,[850],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
1035,[1450],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
903,[1350],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
771,[1250],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
309,[900],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
441,[1000],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
573,[1100],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
1101,[1500],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
969,[1400],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
837,[1300],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
639,[1150],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
507,[1050],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
705,[1200],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
375,[950],"[array([0.5, 0. , 0.5])]",[0.0624172667466216]
129,[750],"[array([0.9, 0. , 0.1])]",[0.062392365435492425]
131,[750],"[array([1., 0., 0.])]",[0.062384087759328584]
777,[1250],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
711,[1200],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
447,[1000],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
249,[850],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
843,[1300],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
975,[1400],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
579,[1100],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
513,[1050],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
315,[900],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
1041,[1450],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
381,[950],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
1107,[1500],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
909,[1350],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
645,[1150],"[array([0.6, 0. , 0.4])]",[0.062377592891889336]
126,[750],"[array([0.8, 0. , 0.2])]",[0.06236596836437837]
177,[800],"[array([0.5, 0. , 0.5])]",[0.06235670124412574]
122,[750],"[array([0.7, 0. , 0.3])]",[0.06232128471302216]
56,[700],"[array([0.7, 0. , 0.3])]",[0.06226438982679668]
45,[700],"[array([0.5, 0. , 0.5])]",[0.062245975978630165]
914,[1350],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
584,[1100],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
1046,[1450],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
782,[1250],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
386,[950],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
452,[1000],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
980,[1400],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
848,[1300],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
650,[1150],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
716,[1200],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
518,[1050],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
320,[900],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
1112,[1500],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
254,[850],"[array([0.7, 0. , 0.3])]",[0.062231630305897734]
188,[800],"[array([0.7, 0. , 0.3])]",[0.06221982411817801]
60,[700],"[array([0.8, 0. , 0.2])]",[0.06215905571631608]
459,[1000],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
327,[900],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
789,[1250],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
657,[1150],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
393,[950],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
1053,[1450],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
855,[1300],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
591,[1100],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
723,[1200],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
261,[850],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
921,[1350],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
987,[1400],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
525,[1050],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
1119,[1500],"[array([0.9, 0. , 0.1])]",[0.06213230211686076]
117,[750],"[array([0.6, 0. , 0.4])]",[0.06212895713055118]
111,[750],"[array([0.5, 0. , 0.5])]",[0.06211880617743137]
857,[1300],"[array([1., 0., 0.])]",[0.06210672852934433]
791,[1250],"[array([1., 0., 0.])]",[0.06210672852934433]
923,[1350],"[array([1., 0., 0.])]",[0.06210672852934433]
989,[1400],"[array([1., 0., 0.])]",[0.06210672852934433]
1055,[1450],"[array([1., 0., 0.])]",[0.06210672852934433]
725,[1200],"[array([1., 0., 0.])]",[0.06210672852934433]
1121,[1500],"[array([1., 0., 0.])]",[0.06210672852934433]
659,[1150],"[array([1., 0., 0.])]",[0.06210672852934433]
395,[950],"[array([1., 0., 0.])]",[0.06210672852934433]
263,[850],"[array([1., 0., 0.])]",[0.06210672852934433]
461,[1000],"[array([1., 0., 0.])]",[0.06210672852934433]
197,[800],"[array([1., 0., 0.])]",[0.06210672852934433]
527,[1050],"[array([1., 0., 0.])]",[0.06210672852934433]
593,[1100],"[array([1., 0., 0.])]",[0.06210672852934433]
329,[900],"[array([1., 0., 0.])]",[0.06210672852934433]
195,[800],"[array([0.9, 0. , 0.1])]",[0.0621013740070039]
65,[700],"[array([1., 0., 0.])]",[0.06205927674495895]
63,[700],"[array([0.9, 0. , 0.1])]",[0.06182957634634643]
566,[1100],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
830,[1300],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
500,[1050],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
632,[1150],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
434,[1000],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
896,[1350],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
698,[1200],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
368,[950],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
302,[900],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
764,[1250],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
236,[850],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
1028,[1450],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
1094,[1500],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
962,[1400],"[array([0.4, 0. , 0.6])]",[0.0614768115113714]
170,[800],"[array([0.4, 0. , 0.6])]",[0.06146950095452045]
104,[750],"[array([0.4, 0. , 0.6])]",[0.061435323921697586]
38,[700],"[array([0.4, 0. , 0.6])]",[0.061052110681183665]
81,[750],"[array([0.1, 0.4, 0.5])]",[0.06090724136897428]
345,[950],"[array([0.1, 0.4, 0.5])]",[0.06089029524955921]
411,[1000],"[array([0.1, 0.4, 0.5])]",[0.0608798738938545]
675,[1200],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
741,[1250],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
1005,[1450],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
543,[1100],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
807,[1300],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
477,[1050],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
609,[1150],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
1071,[1500],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
939,[1400],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
873,[1350],"[array([0.1, 0.4, 0.5])]",[0.060875847417316095]
213,[850],"[array([0.1, 0.4, 0.5])]",[0.06087390173793856]
15,[700],"[array([0.1, 0.4, 0.5])]",[0.060867739543063695]
279,[900],"[array([0.1, 0.4, 0.5])]",[0.060863141084611175]
